content,sentiment,date
l idea del  greenpass  obbligatorio per ristoranti  bar  e altri luoghi è sensata  va capito come gestire chi  come me  non può essere  almeno per il momento  vaccinato  quanti tamponi dovrei fare  e a spese di chi   obbligovaccinale,0,07-13-2021
poi obbligo del greenpass e restrizioni nelle scuole  palestre  ristoranti  cinema  teatri  coprifuoco ecc questa farsa deve finire  finirà male molto male  purtroppo  per vostra sfiga  non siamo tutti pecoroni narcotizzati dalla propaganda di regime  vi faremo il culo a strisce ,-1,07-13-2021
bravo    purtroppo ora non ti inviteranno più in tv  la verità non è accettata  solo il green pass  staseraitalia,0,07-15-2021
più  greenpass per tutti   non mi sembra ci siano alternative ai  novax o ai  vaiavantituiomivaccineròforse  quello che sta accadendo in francia parla da solo,1,07-14-2021
ancora non avete capito che il gioco è sempre il solito  green pass   immuni non possono essere usati  sono esche per far vaccinare gli idioti  ,-1,07-14-2021
se avete le palle non chiamatelo  greenpass ma  lasciapassare verde o avete paura che ricordi quel lasciapassare genealogico del ‘ che non permetteva ai non  ariani di entrare negli  stadi  nei  teatri e di avere una  vita normale  ,-1,07-15-2021
ho già ricevuto il green pass definitivo  poco più di  ore dopo il richiamo  le cose posso funzionare se c è chi vuole e sa farle funzionare  ma questo sarà amaramente dimenticato   mi mancherai figliuolo  detto con lo stesso tono di una madre al proprio… figliuolo ,1,07-04-2021
il green pass per i treni per me un grandissimo sì,1,07-14-2021
non frequento stadi e cinema  posso fare a meno dei ristoranti dove più del  covid temo mancanza di igiene non è con i ricatti che si otterranno i risultati sperati iniziate a cambiare moduli di consenso e ad abolire gli scudi introdotti a favore di sanitari e asl  greenpass ,-1,07-14-2021
l idea di utilizzare il  greenpass o  obbligovaccinale è giusta e il fatto che faccia raggelare la meloni ne è piena conferma  variantedelta ,1,07-13-2021
aggiungo che il green pass non può certificare l assenza dell infezione  ci si può essere contagiati dopo il tampone e sia i vaccinati che  in misura minore  i guariti potrebbero essere contagiosi   è solo uno strumento per il controllo della società  è incostituzionale  ,-1,07-15-2021
se renderanno il  greenpass obbligatorio per lavorare  non solo lo rifiuterò ugualmente  ma sospenderò il pagamento di ogni genere di  tassa   rata o  uscita che non sia esclusivamente volta al mio sostentamento e quello della mia compagna   finiti i risparmi  sarà violenza ,-1,07-13-2021
io mi sono vaccinato  non troppo convinto e vabbè  ma il green pass  anche perché scritto in inglese  non solo non lo uso ma nemmeno lo scarico ,-1,07-14-2021
libertà di scelta per il vaccino  no al green pass o passaporto vaccinale  no all obbligo vaccinale   firma la petizione   via ,-1,07-14-2021
per portare avanti queste folli idee era essenziale mettere un militare in questa posizione perché i militari non pensano  obbediscono    obbedivo agli ordini  cit    obbligovaccinale  greenpass ,-1,07-12-2021
vaccinatevi e non rompete i coglioni  o fatene a meno e state a casa o all aria aperta  greenpass,1,07-14-2021
non ho capito perché le sole alternative sarebbero green pass o altre chiusure  così come non ho capito perché se non si tengono alla larga i non vaccinati dai bar a settembre le scuole non riaprono  dopo un anno e mezzo dovremmo aver capito che son solo decisioni politiche ,0,07-15-2021
green pass  io sto ancora aspettando la mia tessera sanitaria scaduta più di un mese fa e che sarebbe dovuta arrivarmi come minimo una settimana prima della scadenza  pagliacci ,0,07-09-2021
i ragazzi in  quarantena a  malta erano tutti  vaccinati   ora spiegatemi l utilità del  greenpass   ,-1,07-13-2021
se non hai la patente non puoi girare con la macchina  essendo un potenziale pericolo per gli altri  non vuoi vaccinarti e non hai il  greenpass  non puoi mettere in pericolo gli altri nei luoghi pubblici non è la dittatura orwelliana  ma solo buon senso  vaccini  orwell,1,07-14-2021
«via italiana a utilizzo ampio del  greenpass»  è la proposta della ministra per gli affari regionali  gelmini volta a contrastare la diffusione della  variantedelta  casi in aumento   ricciardi  «nessun rischio di nuovo lockdown»  ,0,07-14-2021
a me può stare anche bene che una persona non voglia vaccinarsi  non mi sta bene che io  vaccinato  debba subire restrizioni  non possa viaggiare all estero o debba restare chiuso in casa per colpa degli altri     obbligovaccinale  greenpass  vaccinicovid,1,07-13-2021
alcuni esponenti del centro destra  contrari al green pass  ma favorevoli ai vaccini  a una corretta informazione  al convincimento  non si sono vaccinati o omettono di essersi vaccinati  tutto per raccattare  voti in più dai no vax  però sono per il convincimento delle persone,0,07-15-2021
ho fatto il vaccino nessun effetto collaterale  ho viaggiato mi hanno chiesto la green pass  detto questo rispetto chi non la pensa come me  fatelo anche voi  ,1,07-08-2021
ho fatto la prima dose del vaccino avantieri e mi è appena arrivato il codice per il green pass  è normale  mia madre l ha ricevuto una settimana dopo la seconda dose ,0,07-01-2021
scusate ma qual è l app per verificare l autenticità di un green pass   greenpass,0,07-15-2021
infatti non scherziamo  o ti vaccini  fai un tampone  hai il green pass o stai a casa senza rischiare di contagiare tutti    mattè io mi sarei rotta il cazzo di vivere una vita a metà perché gl altri fanno il cazzo che gli pare  vaccinatevi  fine  ,1,07-14-2021
 il  greenpassobbligatorio non sarebbe altro che una triste svolta coercitiva in una campagna che era nata per sensibilizzare ed educare  molto male per un paese liberale come il nostro  più educazione  meno coercizione  più sensibilizzazione  meno paternalismo   greenpass,-1,07-15-2021
se non ci fosse stato chi dice  sempre no a qualsiasi restrizione forse ora avremmo meno problemi   greenpass,0,07-14-2021
 bravo   greenpass obbligatorio per personale sanitario e per ingresso in bar  ristoranti  aerei  treni  cinema  teatri  musei e qualsiasi altro luogo pubblico  applausi  magari anche noi avessimo le palle di porre gli stessi divieti ,1,07-13-2021
ammettiamolo  non c è niente da fare  meno di ventimila manifestanti contro i divieti per chi non ha il green pass in tutta la francia   ,0,07-14-2021
due riflessioni di un coglione   •uno stato che perde il braccio di ferro con bonucci e chiellini è ben oltre il coma  •col green pass per ristoranti e bar non aumenterà la sicurezza ma la povertà degli esercenti e del famoso indotto ,-1,07-15-2021
per rutti gli altri non dico obbligo di vaccinazione ma obbligo di presentazione di green pass per accedere a tutta una serie di locali  eventi  servizi  altrimenti rimani fuori  obblighiamoli,1,07-05-2021
vabbè si sa dai  il diritto alla salute prevale su quello al lavoro no  ah no non è così  vabbè sticazzi  sono più impegnati a pensare a green pass e obblighi di sto cazzo  tanto si muore di covid  se sei povero e senza lavoro mica muori anzi  la tua salute ne giova  ,-1,07-15-2021
se a voi sta bene che  macron abbia fatto questa cosa sul  greenpass  indipendentemente se vaccinati oppure no  allora dovreste accettare anche un eventuale monarchia in francia e prossimamente chissà non anche in italia   perché da questo poi il passo è breve ,-1,07-14-2021
ritengo il green pass per mezzi pubblici e locali pubblici difficilmente attuabile all atto pratico     stamattina ho fatto un corso avanzato di moderazione  ,-1,07-14-2021
basterebbe usare il green pass per tutto  chi non si vaccina vada solo a lavorare o al supermercato   se gli sta bene può anche non vaccinarsi  ,1,07-03-2021
e comunque per quanto mi riguarda  penso che se non ti fai il vaccino ti stai prendendo una responsabilità e questa responsabilità prevede anche che resti fuori da determinate attività  greenpass come se non vuoi pagare  non vai al ristorante la sera,1,07-14-2021
io posso essere d accordo sulla necessità del green pass per fare le cose  però dipende come  esempio  qua in umbria la mia fascia d età non l hanno nemmeno iniziata a vaccinare  mi sembrerebbe quantomeno discriminatorio obbligarmi a pagare un tampone ogni volta ,1,07-14-2021
 greenpass  io sono fortemente contraria  voi   p s  non commentate con  ti piace vincere facile   perché il risultato non è scontato  ,-1,07-14-2021
domanda per chi ha fatto la seconda dose in questi giorni  quanto tempo ci è voluto per ricevere il green pass aggiornato alla seconda dose ,0,07-12-2021
il  greenpass dovrebbero darlo a chi ha sviluppato anticorpi eh  elemento fondamentale per l immunità reale  chi ha due dosi di vaccino non sviluppa sempre i medesimi  la cosa importante è questa  ma sembra che anche i governi non la capiscano   il vaccino non è l unica strada ,0,07-01-2021
il greenpass lascerà tutta la libertà di morire di fame ,-1,07-15-2021
siete contrari al vaccino  non fatelo  contrari al greenpass  affari vostri  volete essere liberi  siatelo  ogni scelta personale porta con sé le sue conseguenze  l importante è esserne consapevoli ,0,07-15-2021
tutto il mondo ha un problema enorme e il vaccino  unica unica soluzione possibile  deve essere obbligatorio    greenpass,1,07-14-2021
io sono favorevole all obbligo vaccinale  ma proporre il green pass obbligatorio quando ancora tanti miei coetanei non sono stati vaccinati non perché no vax  ma perché attendono il loro turno da mesi  grida vendetta  allora i tamponi devono essere gratuiti  altrimenti è follia ,-1,07-13-2021
ma quelli  tipo bassetti  che dicono che il green pass serve a tornare alla normalità non si rendono conto che è un ossimoro ,-1,07-14-2021
continuate pure con sto  greenpass  vedrete quante attività chiuderanno    ,-1,07-15-2021
fanculo il green pass  datemi il weed pass mannagg a maronn,-1,07-08-2021
finalmente ho scaricato il green pass ,1,07-14-2021
sono favorevole ad utilizzare il  greenpass per partecipare alla vita sociale in modo più sicuro   vaccini,1,07-13-2021
ecco perché per me non serve il green pass  chi fa il tampone lo deve fare entro le  ore  quindi io una volta che risulto negativa se sono una irresponsabile posso benissimo passare quasi due giornate a contatto con persone in vari locali con rischio di prendermi il covid,-1,07-06-2021
non possono imporre l obbligo alla vaccinazione ma lo fanno con il green pass    ,-1,07-13-2021
ma guardate magari mettessero il green pass obbligatorio  almeno quei cretini dei no vax o si vaccinano o vengono esclusi dalla società  com è giusto che sia ,1,07-15-2021
ora c è chi vuole il green pass per entrare persino nei bar  lo chiede gli chi vorrebbe cancellare frontiere e confini per favorire l immigrazione clandestina chi vorrebbe diritti per tutti tranne che per gli italiani  gli unici da limitare  segregare  distruggere   noalgreenpass ,-1,07-15-2021
mettitelo nel c     il green pass      ,-1,07-15-2021
io su questa cosa del green pass obbligatorio non ho le idee chiarissime  ma se penso che ancora una volta pur avendo fatto il mio dovere ed essere stata responsabile per quasi due anni dovrò soccombere ai voleri e alle esigenze dei komplottisti no vax mi prende l esaurimento ,0,07-15-2021
d accordissimo sul greenpass ma almeno datemelo,1,07-15-2021
io che entro nei locali francesi col green pass  lasciando fuori i novax che manifestano bruciando i cassonetti ,1,07-13-2021
like se non te ne frega un cazzo della questione green pass perché tanto non hai amici e non esci di casa,0,07-15-2021
ma davvero pensate che i ristoratori ed i baristi italiani chiederebbero ai clienti il green pass  ma dove vivete ,-1,07-14-2021
il green pass  a mio avviso  ha una forte componente illegittima  se vincoli la libertà di movimento sulla base dei tamponi  non la limiti solo sulla base del loro esito  ma soprattutto su una base economica  perché discrimina ulteriormente chi non può sostenerne il costo ,-1,07-15-2021
aspettando ansiosamente di avere il green pass visti i tempi che corrono,1,07-13-2021
io ho fatto la seconda dose ad maggio e non ho ancora ricevuto nessun messaggio con il codice per il green pass qualcuno come me  ,0,07-02-2021
se il vaccino impedisse il contagio si potrebbe discutere di   greenpass per tutti i locali  ma visto che non e  cosi   da vaccinato  scendero  in piazza nel caso che in italia vengano introdotte leggi folli alla  macron ,-1,07-14-2021
il green pass ha la stessa utilità e la stessa funzione della tessera del partito fascista  ora vedo con occhi diversi quelli che  sí  l avevo  ma l avevano tutti    ,-1,07-15-2021
in  lombardia è possibile richiedere il  greenpass anche nelle  farmacie  dal proprio  medico di medicina generale e dal  pediatra  basta presentare la tessera sanitaria o un documento di riconoscimento ,0,07-06-2021
dicono che il  greenpass servirà come stimolo  per spronare le persone a vaccinarsi    perché dire è un ricatto pareva brutto    covid,-1,07-15-2021
macron non mi vaccino perché ho fatto il covid e ho gli anticorpi e il midollo spinale è la memoria degli anticorpi che rimangono per sempre  per tutti gli altri greenpass,1,07-15-2021
se ci saranno restrizioni sui mezzi di trasporto  non sarà una punizione per chi non ha il  greenpass  saranno le stesse misure precauzionali che abbiamo adottato ogni volta che risalivano i contagi  la novità è che non c è ragione di applicarle a chi è vaccinato ,0,07-14-2021
ma la roba del green pass  se dovesse essere approvata  da quando dovrebbe partire  io la ° dose la devo fare il    sono riuscito a spostarla finalmente  strano ma vero sardegna  gt  gt  gt  piemonte in questo caso  e quindi la ° non penso di poterla fare prima di metà settembre,0,07-15-2021
questa dittatura sanitaria è tenuta in piedi da un popolo di ipocondriaci che spaccia la sua ignoranza per senso civico    obbligovaccinale   contagi  greenpass,-1,07-14-2021
a me va bene il green pass  ma io mi sono iscritta per vaccinarmi dal primo giorno possibile della mia fascia di età e mi hanno messa al  luglio  devo andare ad un concerto il  luglio  se non potrò per sta cosa mi butto ,1,07-15-2021
avete letto del cugino di nole che ha fatto un casino perché non l hanno fatto entrare alla finale di  wimbledon senza il green pass   novax djokovic,0,07-11-2021
spero che il  greenpass ci sarà anche per entrare in parlamento  camera e senato   salvini  meloni ,1,07-15-2021
ma che cosa cazzo rompete la minchia che oggi a riccione non ce n era coviddi   zero mascherine sui mezzi affollatissimi  zero distanziamento all acqua fan   greenpass di stocazzo  scusate il linguaggio improprio ma non se ne può più di queste incoerenza ,-1,07-15-2021
non so perché  ma questa cosa del green pass mi segnala un espansione della mafia su larga scala ,0,07-13-2021
qualora venga data libertà alle amministrazioni circa la decisione sul green pass in stile francese  so già che il sindaco  farà il nostro interesse  come padre  uomo  imprenditore  lo ringrazio ,0,07-13-2021
infatti  non scherziamo  green pass dopo vaccini o tampone per entrare in qualunque luogo pubblico e circolare  non capisco perché le sembri una cosa anomala  in un paese che ha a cuore la salute pubblica e la libertà individuale  di tutti  ,1,07-14-2021
proteste contro il green pass obbligatorio basate sulla libertà individuale negata  ma la libertà individuale esiste fino a quando non va a ledere la libertà degli altri  se tu scegli consapevolmente di non vaccinarti ne accetti le conseguenze punto   greenpassobbligatorio,0,07-15-2021
in tutto ciò mi sono appena ricordata che non mi è ancora arrivato il green pass e ho fatto il vaccino  giorni fa ,0,07-13-2021
non ho il green pass  non ho fatto il vaccino  non ho mai fatto un tampone in vita mia  sto facendo il bagno in croazia  quante cazzate vi raccontano in tv ,-1,07-03-2021
io altro che greenpass    non vi farei neanche uscire di casa se non siete vaccinati    la libertà fe che  di far richiudere tutto e bloccare l  economia e la vita sociale di un intero paese perché siete dei poveri coglioni ,1,07-14-2021
bisogna mettere il green pass perché il vaccino non è un vaccino è una pseudo cura che non impedisce il contagio  quindi per colpa vostra che non vi fate lo pseudovaccino pseudocura dobbiamo impedirvi di vivere liberamente nel mondo ipocondriaco e terrorizzato che vogliamo  ,1,07-13-2021
col  greenpass mi sento come ray liotta e lorraine bracco in  quei bravi ragazzi   che entrano nel ristorante direttamente dalle cucine  in uno dei piani sequenza più belli della storia del cinema    luglio   goodfellas ,0,07-14-2021
a causa degli egoisti ignoranti che non si vaccinano  dopo le chiusure di ottobre io vi saluterò e con il mio green pass me ne andrò nell isola di komodo a vaccinare i varani ,1,07-14-2021
mi è arrivato il green pass mi sento invincibile,1,07-03-2021
altra dimostrazione che il  vaccino  non protegge dall infezione e che chi si vaccina può infettarsi e quindi infettare  allora qualsiasi certificato vaccinale o green pass è inutile  oltre che illegittimo   vaccinatevi e sarete liberi  non è vero   ,-1,07-11-2021
ma qui non bisogna fare la caccia alle streghe a chi non si vaccina  porca puttana  chi decide di non farlo si prende le responsabilità di poter contrarre la malattia e saranno affari suoi  un giovane di  anni non vaccinato non equivale ad un enne nn vaccinato   greenpass,0,07-14-2021
abbiamo la conferma che la variante delta fa crescere anche morti ed ospedalizzazioni ma in italia il livello del dibattito è alla dittatura sanitaria per l obbligo di green pass quando si va al ristorante ,0,07-15-2021
ci sono dei segnali che ci dicono di un paese da ricostruire moralmente ma impossibile sotto la guida di individui come berlusconi o renzi  tra i vari segnali ricordo il furto a casa di paolo rossi mentre lo seppellivano e la contraffazione di un greenpass mai ottenuto realmente ,0,07-10-2021
non so cosa sia giusto o sbagliato  so solo che mi sento in ostaggio di un qualcosa che non so  non posso controllare e che mi devo per forza adeguare  mettere un figlio in questo mondo  non me la sento  sarebbe da egoisti   greenpass,0,07-14-2021
datemi sto green pass che devo andare a malta ,1,07-12-2021
l assurdità di chi chiede  obbligovaccinale  ed è stato vaccinato  è che non sa nemmeno se nel frattempo si è immunizato oppure se  a differenza mia che mi muoverò previo tampone negativo  circolerá magari positivo infettando  tronfio del suo  greenpass  ,-1,07-13-2021
quindi per andare al concerto di  amedeo minghi devo avere il   greenpass    ma vi sembra giusto  ,0,07-14-2021
mi è appena arrivata una notifica dall app io con il green pass ho fatto il vaccino due giorni fa cos è tutta questa efficenza ,1,07-03-2021
quindi col green pass se vado al ristorante devo la sciare figlia alla nonna   perché che fai  le fai fare un tampone ogni volta  ,0,07-15-2021
mo  lo dico  per me in francia hanno fatto benissimo a mettere quelle regole sul green pass  è forse l unica maniera per spingere la maggior parte degli indecisi a vaccinarsi ,1,07-13-2021
non t impongo di vaccinarti  dice  ma se non lo fai ti rendo la vita impossibile   dove non arriva la persuasione  interviene il ricatto  comunque la si pensi  per uno stato democratico è una sconfitta    lineanotte  greenpass,-1,07-14-2021
per evitare  lockdown mettiamo in funzione il  greenpass ma facciamo presto ,1,07-14-2021
scusate ma come fa macron a rendere obbligatorio il pass  per andare nei ristoranti  far la spesa  usare treni quando il regolamento del green pass è chiarissimo  non si può discriminare come leggete nel regolamento sulla gazzetta dell ue  e in italia faranno lo stesso risposte  ,0,07-14-2021
anche un  greenpass modulato  ma anche basta con questi bizantinismi   staseraitalia,-1,07-14-2021
pregando tutti i santi che mettano questo green pass obbligatorio,1,07-15-2021
non credo alla storia del sovranismo  in minima parte a quella della privazione delle libertà   dunque non vi vaccinate perché siete dei cagasotto  giusto   greenpass,0,07-14-2021
esibire velocemente un documento stampato  a me sembra molto meno lesivo dei diritti che scrivere nome  cognome e un n  di telefono su un registro  poi fate voi  greenpass,0,07-14-2021
all inizio pensavo non ci fosse bisogno di obbligare le persone a vaccinarsi  confidavo nel loro senso civico  mi sbagliavo  ora spero ci si muova sulla linea francese   novax  greenpass,1,07-14-2021
per quale motivo  se ho fatto due dosi di vaccino e ho il green pass  per partecipare ad un concorso pubblico devo fare un tampone a mie spese  €  e produrre il relativo certificato attestante l esito ,0,07-06-2021
quindi secondo la meloni io vaccinata  con greenpass  che indosso la mascherina e non mi assembro  devo continuare a fare una vita di merda per la libertà dei novax  ,1,07-13-2021
potrebbe andarmi anche bene anzi mi va bene ma solo e soltanto quando chi si è voluto vaccinare volontariamente ha ricevuto il vaccino  la mia regione mi ha assegnato la prima dose il  agosto e la seconda il  di settembre  nel frattempo cosa dovrei fare senza  greenpass  ,1,07-14-2021
e ora mettete il green pass  somari  dove era lo statoh mentre questi morti di fama tutti cv e phd  tramite i giornali finanziati dallo stato stesso   facevano passare le vaccinazioni come un superfluo orpello  anche i loro colleghi  colpevoli di aver taciuto  sono responsabili  ,1,07-13-2021
 greenpass obbligatorio anche per i ristoranti  giusto e doveroso  ,1,07-06-2021
ma maggioranza  regioni e categorie sono già divise  la situazione in evoluzione  greenpass  ,0,07-14-2021
 discoteche  slitta la riapertura  sileri  «accesso con  greenpass con una dose  credo sia sufficiente» ,0,07-01-2021
 green pass europeo  una sola dose non basta per viaggiare  e in italia c è ancora il nodo guariti ,0,07-07-2021
potrebbero cambiare le regole del green pass in caso di aumento dei contagi  il problema sono anche i rientri dall estero in caso di positività al covid ,0,07-12-2021
 covid  i bambini sono  esentati  da  tampone e  greenpass  ecco quando non è obbligatorio  ,0,07-08-2021
se si vogliono intercettare gli ultra sessantenni il  greenpass deve valere anche in cinema ristoranti e bar…  non solo nelle discoteche   sileri,1,07-14-2021
il problema nn è  greenpass il problema è che ci siano i controlli ho fatto  gg in provenza alla dogana francese hanno controllato il green pass e tamponi delle ore al rientro dogana italiana il nulla il vuoto nessun controllo figuriamoci se controllano nei bar e ristoranti,0,07-14-2021
il  greenpass alla francese è incostituzionale se lo mettano bene in mente adesso basta con il terrorismo sanitario ,-1,07-14-2021
scusate ma visto che ci siamo perché non facciamo anche obbligo di green pass per uscire di casa      mi sembra tutto pazzesco ed assurdo,-1,07-13-2021
non io che non ho ancora capito come avere il green pass cioè ma dove lo devo prendere orcodio sono scema,0,07-15-2021
 giuro che non la capisco piu   perche  rifiutare il green pass che ci permetterebbe di vivere in sicurezza come prima  lasci perdere la meloni   ,1,07-14-2021
pessimo gusto fare polemica su tutto  il  codacons accusa  fedez sulla raccolta fondi  alludendo a  malika   così come i  novax accusano il  greenpass  alludendo alla  dittatura   paragoni inaccettabili e pretestuosi  nel  l ignoranza è scelta consapevole  basta egoismo ,0,07-14-2021
il vero risultato non è far sì che i cittadini non pubblichino il proprio green pass  ma far sì che ognuno sappia che informazioni ci sono dentro che lo riguardano    green pass  qrcode  amp  privacy   tech economy  ⁦⁩  ,0,07-05-2021
finalmente qualcuno l ha capito e quindi il green pass non serve a un caxxo  stopobbligovaccinale ,-1,07-14-2021
onestamente mi aspetto che il green pass entri in vigore tenendo in considerazione dell attuale situazione lato vaccini  ma siamo in italia e tutto è possibile ,0,07-15-2021
fosse per me  metterei il green pass anche su twitter   ,1,07-13-2021
sento di persone che pretendono la  libbertà  di non vaccinarsi  ma la loro libertà finisce dove inizia la mia di non infettarmi   obbligovaccinale  obblighiamoli   greenpass anche per uscire di casa ,1,07-04-2021
non ti vuoi vaccinare  ok però senza green pass non entri più in nessuna attività commerciale nemmeno dal fruttivendolo  e nemmeno su nessun mezzo pubblico  e neanche negli uffici pubblici  ,1,07-14-2021
quelli che vogliono la vita normale con  mascherina vaccino distanza green pass  la sicurezza totale è al cimitero   la libertà non è garantita dall obbligo altrui ma dalla vita rischiosa  la requisizione statale del rischio è un rimedio peggiore del presunto male  sono vaccinato,-1,07-15-2021
se ci sono persone che non comprendono il metodo scientifico  va bene dargli un po  di tempo in più  ma non possiamo aspettare in eterno  bisogna seguire l esempio della francia   greenpass,0,07-14-2021
questa e  una terapia farmacologica sperimentale  gli effetti collaterali a medio lungo termine non si sanno ancora perché questo farmaco e  stato prodotto in tempi troppo brevi  una persona deve scegliere liberamente di essere o no una cavia   greenpass,0,07-14-2021
quanta superficialità nell invocare il  greenpass  cosi  giorno dopo giorno  assisto alla fine della democrazia per come l ho conosciuta  ai più pare non importare nulla  non si rendono conto dello scuro tunnel nel quale stiamo entrando ,-1,07-14-2021
il green pass è uno strumento che non solo va categoricamente rifiutato  ma anche boicottato  senza se e senza ma  non andate in posti dove lo richiedono  che siano consapevoli che la loro richiesta  diventa la loro stessa disfatta ed il loro fallimento  ,-1,07-01-2021
l italia è quel fantastico paese dove puoi entrare illegalmente senza documenti ma se vuoi andare al ristorante non ti siedi senza  greenpass   sono un cittadino di un fantastico paese che merita di meglio  maledetti    novax  greenpassobbligatorio,-1,07-14-2021
i novax non vogliono il vaccino non vogliono il green pass dovrebbero essere contenti ma continuano a rompere  a tutti i vaccinati e possessori del green pass perché lo fanno lo scopriremo solo vivendo…,0,07-12-2021
devo ricredermi  mi è appena arrivato il green pass per avvenuta guarigione  bella storia ,1,07-06-2021
non so se il   greenpass è la strada giusta  so solo che io che sono vaccinato  non tollererò e non rispetterò più alcuna limitazione della mia libertà personale  nessun divieto di uscire o viaggiare  nessuna chiusura o limitazione della mia attività  zero,0,07-14-2021
macron se vorrà attuare la sua politica dispotica con i green pass anche per andare al bar o al ristorante  tenga ben presente che i francesi non sono accomodanti come gli italiani  bensì sono reazionari non ci pensano due volte a mettere la francia a soqquadro  ,-1,07-13-2021
con questa percentuale di non vaccinati  o  greenpass alla francese o chiusure non mi sembra ci possa essere altra via,1,07-14-2021
 greenpass  penso debba essere usato e alla svelta  tutti quelli vaccinati ce l hanno e chi non lo è  si adegui  poi non va bene diversificare crea confusione  mettiamolo per tutti i luoghi ,1,07-14-2021
bella roba davvero  pass per poter circolare liberamente  sapevo ci saremmo arrivati  ne ero sicuro   greenpass ,1,07-12-2021
prontissima   seconda dose di vavvino mrna fatta  giorni fa e green pass valido fino a fine giugno    ,1,07-14-2021
oggi un muro   identico  da quel che leggo  non c è differenza tra sostenitori del greenpass e novax  non devi avere perplessità   polarizzano tutto  risposte preconfezionate  egoisti entrambi ,0,07-13-2021
il green pass non sarà obbligatorio  invece chiuderemo negozi e ristoranti  continueremo con lo smart working  la didattica a distanza e gli anziani rinchiusi negli ospizi  grazie ragazzi per questa battaglia di libertà   greenpassobbligatorio,0,07-15-2021
discutiamo su green pass sì o no e restiamo in silenzio davanti al furore ideologico verde esplicitato dalla tedeschina  chi pagherà i danni economici sociali se non la povera gente   staseraitalia l europa dimostra tutta la sua stupidità ,0,07-14-2021
macron non ha introdotto l obbligo vaccinale per potere fare determinate cose  tipo ristoranti  cinema e altro  macron ha introdotto l obbligo del green pass   sono due cose diverse  non vuoi vaccinarti  bene  però prima di andare al ristorante ti fai il tampone  libertà ,1,07-13-2021
sono favorevole al  greenpass per entrare nei locali  cinema  teatri  uffici ed in tutti i posti pubblici  evitiamo le inutili ipocrisie e ragioniamo con la testa e non con il fanatismo  sono pure per intervenire nei confronti dei medici e sanitari che non vogliono vaccinarsi ,1,07-14-2021
sono contenta per il greenpass obbligatorio ma ,1,07-15-2021
per me   il green pass   é una cagata pazzesca   cit  ,-1,07-14-2021
ricapitolando  ti fai il vaccino  prima e seconda dose hai il famigerato  greenpass ti fanno il tampone ti trovano positivo devi fare la quarantena  ma è tutto regolare tranquilli ,-1,07-14-2021
il  greenpass è anticostituzionale e limitare la libertà di chi ha deciso di non firmare nulla per vaccinarsi lo è ancora di più  chi pretende di obbligare a classificare tra buoni e cattivi ha seri problemi esistenziali  prima si curi poi ne riparliamo,-1,07-15-2021
fosse per me richiederei il green pass pure per andare a comprare i giornali ,1,07-13-2021
il  ministerodellasalute invia ai  vaccinati con la prima  dose un sms per richiedere il  greenpass o sul sito del  governo o  appimmuni o  appio  ,0,07-13-2021
ma non avevo capito che il green pass arrivasse già con una dose  io sempre sul pezzo ,0,07-06-2021
macron ha indicato una strada giusta  percorribile  green pass per accedere in molti luoghi  ora seguiamola  solo con più vaccinati possibili usciremo da questo incubo  chi dice no  strizza l occhio ai novax e ci porta a sbattere,1,07-13-2021
il governo starebbe pensando al green pass alla francese  cioè obbligatorio per entrare in bar  ristoranti e trasporti pubblici  o comunque con un uso più esteso rispetto a quello attuale ,0,07-15-2021
giusto in tempo per poterli usare con chi non ha il greenpass e non è vaccinato    matepensa   ,0,07-14-2021
sono completamente d accordo con andrea  o misure drastiche a tutela della collettività o in autunno saremo punto e a capo   obbligovaccinale  greenpass ,1,07-15-2021
salvini e meloni contrari al greenpass    non credevo fosse così buona l idea del greenpass,1,07-14-2021
assolutamente favorevole al   greenpass ovunque  il vero problema sarebbe l organizzazione da mettere in piedi per i controlli ,1,07-14-2021
col  greenpass per i ristoranti e locali meglio per me percue come si mangia a casa da nessuna parte,-1,07-14-2021
in molti non hanno capito che si potrà avere il  greenpass anche senza vaccino                obbligovaccinale,0,07-14-2021
il  greenpass si basa sull idea che le persone vaccinate non contagino altre persone  però i vaccini anti covid non fermano il contagio  dunque le persone vaccinate contagiano altre persone  ciononostante  qualche poveraccio vorrebbe renderlo obbligatorio  spiegatemi la logica ,-1,07-14-2021
ancora nessuno ha saputo rispondermi a una semplice domanda  se tu sei vaccinato  e dunque coperto  perché hai paura a entrare in contatto con me che non lo sono    greenpass,0,07-15-2021
mi hanno mandato il green pass ma perchè ho avuto il covid scade a fine agosto mia sorella ha sviluppato anticorpi altissimi suoi naturali perchè mai dovrebbe vaccinarsi,0,07-14-2021
alcuni leader politici hanno difficoltà a dichiarare di essersi vaccinati perché evidentemente hanno paura di perder i voti dei  novax  bisognerà far capire alla politica che si possono perdere anche i voti dei vaccinati se non si tutela chi ha  greenpass,0,07-15-2021
il greenpass per fare qualsiasi cosa è il minimo  io davvero farei loro pagare un tampone anche solo per una passeggiata fuori casa  che l economia riparta a spese dei no vax,1,07-15-2021
trucco per rendere i vaccini obbligatori  senza il green pass si resta ai domiciliari i sinistroidi  tirano la corda fino ha quando non si spezzerà  l opposizione  in italia  non c è con i soldi ti compri tutto e i sinistroidi di soldi né hanno tantissimi da spendere soldi nostri,1,07-14-2021
